0.000279,1
0.002963,2
0.002458,3
0.002702,4
0.003526,5
-8e-05,6
0.002274,7
9.5e-05,8
0.00187,9
0.002617,10
0.001382,11
0.002373,12
0.002493,13
0.000321,14
-0.000456,15
-0.000106,16
-0.000192,17
0.000572,18
0.002514,19
0.002631,20
0.000174,21
-0.000504,22
0.003413,23
0.000158,24
0.002374,25
0.002417,26
0.003033,27
-0.000904,28
6.9e-05,29
-0.00019,30
0.002184,31
0.000348,32
-0.000268,33
0.002826,34
0.002218,35
0.002085,36
-0.0011,37
0.002655,38
0.00234,39
0.002299,40
0.002948,41
0.000965,42
-7.2e-05,43
0.000463,44
-0.000203,45
0.00059,46
-0.000295,47
0.002071,48
4.1e-05,49
0.002609,50
-0.000118,51
-0.000175,52
0.000382,53
-0.00024,54
-4.7e-05,55
0.000258,56
0.002044,57
0.001846,58
-0.000804,59
-5.8e-05,60
8e-06,61
0.000307,62
0.002333,63
0.003107,64
0.002484,65
0.000528,66
0.002593,67
-0.000151,68
0.001507,69
-0.00028,70
0.002858,71
-0.000312,72
0.001756,73
0.000232,74
0.002042,75
0.000592,76
0.00058,77
0.000538,78
0.003045,79
0.002124,80
0.002356,81
0.000204,82
0.00285,83
0.000323,84
0.003068,85
0.000208,86
0.002892,87
0.000335,88
0.000266,89
0.000253,90
0.002609,91
0.002513,92
0.002101,93
0.001728,94
0.002427,95
0.001481,96
0.002439,97
0.002353,98
0.00245,99
0.002542,100
-0.000708,101
-0.000558,102
0.000282,103
0.00251,104
0.002552,105
-0.000346,106
-0.000157,107
0.002527,108
-0.000357,109
0.000477,110
0.00276,111
0.00267,112
0.002178,113
0.002099,114
-0.000218,115
-0.000211,116
0.000858,117
0.002703,118
0.002596,119
0.000137,120
0.002589,121
0.002912,122
1.7e-05,123
0.003298,124
0.002571,125
0.000584,126
0.000329,127
0.0003,128
8.4e-05,129
0.000592,130
0.002604,131
-0.000189,132
0.000108,133
0.000336,134
0.002527,135
0.00223,136
0.002275,137
-0.000886,138
0.003409,139
0.000531,140
0.000415,141
0.001983,142
0.000759,143
0.002744,144
-0.000718,145
0.002938,146
0.003492,147
-0.000338,148
-0.000404,149
0.00159,150
0.002258,151
0.000406,152
0.002494,153
-0.000496,154
0.003299,155
0.000561,156
0.000132,157
-6.5e-05,158
0.00253,159
0.002276,160
-0.000159,161
0.002426,162
0.002365,163
0.000713,164
0.000155,165
0.000615,166
-0.001005,167
-0.000308,168
0.000496,169
5.2e-05,170
-0.000375,171
-0.000772,172
-0.000556,173
1e-06,174
0.000457,175
0.000269,176
0.001893,177
0.000286,178
-0.000306,179
-0.000253,180
0.002306,181
-0.00016,182
-0.000288,183
0.000358,184
0.003012,185
-0.000205,186
0.002507,187
0.002971,188
0.00264,189
0.000508,190
0.002228,191
0.000258,192
0.002171,193
0.000594,194
0.002042,195
-0.00032,196
0.000148,197
0.001934,198
0.002153,199
0.002531,200
0.000191,201
-0.000153,202
-0.000224,203
6.7e-05,204
0.000308,205
0.002383,206
0.002869,207
0.00277,208
0.00208,209
-0.000132,210
-0.000598,211
0.001876,212
0.000718,213
-7.9e-05,214
0.002569,215
0.002489,216
0.000313,217
-0.000139,218
0.000155,219
0.000178,220
0.003159,221
0.002875,222
0.002164,223
0.0024,224
0.002025,225
0.002354,226
0.002313,227
0.002791,228
0.002706,229
3e-06,230
0.002636,231
-0.000272,232
0.002131,233
0.003228,234
0.002701,235
-0.000411,236
0.002586,237
-0.000563,238
0.001791,239
0.002461,240
-0.000363,241
0.002347,242
-0.00076,243
0.002952,244
0.00294,245
0.001697,246
-0.000314,247
-0.000445,248
0.000214,249
